;wkr_nr2013;wkr_nr2017;wkr_name_2017;bula_2017;bula_name_2017;bula_abk_2017;change2017;new2017;ost_2017;wkr_nr2009;wkr_nr2005;wkr_nr2002;wkr_nr1998;change2013;new2013;change2009;new2009;change2005;new2005;change2002;new2002;jahr_2002;wkr_name_2002;bula_2002;ost_2002;wahlberechtigte_2002;waehler_2002;zweitstimmegueltig_2002;spd1_2002;spd2_2002;cdu1_2002;cdu2_2002;csu1_2002;csu2_2002;gru1_2002;gru2_2002;fdp1_2002;fdp2_2002;pds1_2002;pds2_2002;jahr_2005;wkr_name_2005;bula_2005;ost_2005;wahlberechtigte_2005;waehler_2005;zweitstimmegueltig_2005;spd1_2005;spd2_2005;cdu1_2005;cdu2_2005;csu1_2005;csu2_2005;gru1_2005;gru2_2005;fdp1_2005;fdp2_2005;pds1_2005;pds2_2005;jahr_2009;wkr_name_2009;bula_2009;ost_2009;wahlberechtigte_2009;waehler_2009;zweitstimmegueltig_2009;spd1_2009;spd2_2009;cdu1_2009;cdu2_2009;fdp1_2009;fdp2_2009;pds1_2009;pds2_2009;gru1_2009;gru2_2009;csu1_2009;csu2_2009;jahr_2013;wkr_name_2013;cdsu1share_2002;spd1share_2002;fdp1share_2002;gru1share_2002;lin1share_2002;cdsu2share_2002;spd2share_2002;fdp2share_2002;gru2share_2002;lin2share_2002;cdsu1share_2005;spd1share_2005;fdp1share_2005;gru1share_2005;lin1share_2005;cdsu2share_2005;spd2share_2005;fdp2share_2005;gru2share_2005;lin2share_2005;cdsu1share_2009;spd1share_2009;fdp1share_2009;gru1share_2009;lin1share_2009;cdsu2share_2009;spd2share_2009;fdp2share_2009;gru2share_2009;lin2share_2009
11;11;11;Lübeck;1;Schleswig-Holstein;SH;0;0;0;11;11;11;11;0;0;0;0;0;0;1;0;2002;Lübeck;1;0;178895;137518;135697;68775;64655;46823;43096;0;0;9199;13424;7290;9027;2568;2178;2005;Lübeck;1;0;179114;132068;129730;64442;56267;46254;40458;0;0;5664;11928;4493;10859;5358;7236;2009;Lübeck;1;0;180424;124624;121340;44393;36578;36745;32970;13296;17173;10973;12002;14098;16764;0;0;2013;Lübeck;0,345055528125161;0,5001163484053;0,0530112421646621;0,0668930612719789;0,018673919050597;0,317589924611451;0,470156634040635;0,0656423159150075;0,097616312046423;0,0158379266714176;0,356540507207277;0,487945603779871;0,0340203531514068;0,0428869976072932;0,0405700093891026;0,311863100285208;0,426045673440955;0,0822227943180786;0,0903171093679014;0,0547899566889784;0,302826767760013;0,356215496212608;0,106688920272179;0,113124277827706;0,0880488509436385;0,271715839789023;0,293506868660932;0,137798497881628;0,134516626011041;0,0963056875080241
12;12;12;Schwerin  Ludwigslust-Parchim I  Nordwestmecklenburg I;13;Mecklenburg-Vorpommern;MV;1;0;1;12;12;12;262;1;0;0;0;0;0;1;0;2002;Wismar - Nordwestmecklenburg - Parchim;12;1;218477;154794;151454;71254;69066;45373;42997;0;0;4371;5370;7060;8367;22263;21573;2005;Wismar - Nordwestmecklenburg - Parchim;12;1;219787;156558;153789;57998;54101;44656;43197;0;0;4322;6446;7999;9610;33509;33906;2009;Wismar - Nordwestmecklenburg - Parchim;13;1;216789;136923;134809;27590;25047;45383;44340;9969;12865;40419;38466;6520;7139;0;0;2013;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;0,299582711582395;0,460314999289378;0,0456090029329302;0,0282375285863793;0,143823404007907;0,283894779933181;0,446180084499399;0,0540524826543664;0,0346912671033761;0,139365866894066;0,290371873150876;0,370456955249812;0,0510928857037009;0,0276063822992118;0,214035692842269;0,2808848487213;0,345565221834719;0,061383001826799;0,0411732393106708;0,216571494270494;0,336646663056621;0,201500113202311;0,0728073442737889;0,0476180042797777;0,295195109660174;0,328909790889332;0,18292763085822;0,0939579179538865;0,0521387933364008;0,280931618500909
13;13;13;Ludwigslust-Parchim II  Nordwestmecklenburg II  Landkreis Rostock I;13;Mecklenburg-Vorpommern;MV;1;0;1;13;13;13;263;1;0;0;0;0;0;1;0;2002;Schwerin - Ludwigslust;12;1;184442;133843;131137;64755;61483;32818;33337;0;0;3328;5501;5796;6814;20410;20329;2005;Schwerin - Ludwigslust;12;1;185092;134742;132410;54180;49324;35360;34064;0;0;3466;6102;5158;7781;28167;28978;2009;Schwerin - Ludwigslust;13;1;183166;120292;118564;30247;24464;34633;36653;9401;11405;33681;32623;6353;6833;0;0;2013;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;0,250257364435667;0,48381312433224;0,0433044686685146;0,0248649537144266;0,152492098951757;0,254215057535249;0,459366571281277;0,050910395015055;0,0411003937449101;0,151886912277818;0,267049316516879;0,402101794540678;0,0382805658220896;0,0257232340324472;0,209043950661264;0,257261536137754;0,36606254916804;0,0577473987323923;0,0452865476243488;0,215062860874857;0,292103842650383;0,251446480231437;0,0781514980214811;0,0528131546570013;0,279993682040368;0,309141054620289;0,203371795298108;0,0948109599973398;0,0568034449506202;0,27119841718485
14;14;14;Rostock  Landkreis Rostock II;13;Mecklenburg-Vorpommern;MV;0;0;1;14;14;14;265;1;0;0;0;1;0;0;0;2002;Rostock;12;1;161960;115637;113556;51207;55109;24014;24444;0;0;10428;5711;4161;5259;21016;20682;2005;Rostock;12;1;193869;139568;137590;51623;53531;35053;31419;0;0;12917;7483;5656;7436;30578;32859;2009;Rostock;13;1;198527;130659;128748;25389;23223;34517;34759;8517;12234;41539;40045;13727;10772;0;0;2013;Rostock – Landkreis Rostock II;0,211472753531297;0,442825393256484;0,0359832925447737;0,0901787490163183;0,181741138217007;0,215259431469936;0,476568918252808;0,0454785233100132;0,0493873068308586;0,178852789332134;0,254764154371684;0,369877049180328;0,04052504872177;0,0925498681646223;0,219090335893615;0,228352351188313;0,383547804654362;0,0532786885245902;0,0536154419351141;0,235433623753296;0,268097368502812;0,194314972562166;0,0651849470759764;0,105059735647755;0,317919163624396;0,269977009351602;0,17773746929029;0,0936330447959957;0,0824436127629938;0,306484819262355
15;15;15;Vorpommern-Rügen  Vorpommern-Greifswald I;13;Mecklenburg-Vorpommern;MV;0;0;1;15;15;15;267;1;0;0;0;0;0;1;0;2002;Stralsund - Nordvorpommern - Rügen;12;1;203657;138269;134399;46856;48591;56069;48795;0;0;2678;3976;5362;7070;21603;21912;2005;Stralsund - Nordvorpommern - Rügen;12;1;203689;141356;138197;35028;35478;57131;47783;0;0;2734;4404;4078;10351;32850;33294;2009;Stralsund - Nordvorpommern - Rügen;13;1;199517;119369;117100;14040;15048;57865;43650;5668;13087;30935;33522;3735;5349;0;0;2013;Vorpommern-Rügen – Vorpommern-Greifswald I;0,417183163565205;0,338875669889852;0,0387794805777145;0,0193680434515329;0,156238925572616;0,363060737059056;0,351423674142433;0,0511322132943755;0,0287555417338666;0,158473699817023;0,413402606424163;0,247799881151136;0,0288491468349416;0,0193412377260251;0,232391974871955;0,345760038206329;0,250983332861711;0,0732264636803532;0,0311553807408246;0,235532980559722;0,494150298889838;0,117618477159061;0,0474830148531026;0,031289530782699;0,259154386817348;0,372758326216909;0,126062880647404;0,109634829813436;0,0448106292253433;0,280826680293879
16;16;16;Mecklenburgische Seenplatte I  Vorpommern-Greifswald II ;13;Mecklenburg-Vorpommern;MV;0;0;1;16;16;16;268;1;0;0;0;0;0;1;0;2002;Greifswald - Demmin - Ostvorpommern;12;1;208696;143224;139558;52045;48643;53181;51958;0;0;2374;4123;7009;7929;21805;22512;2005;Greifswald - Demmin - Ostvorpommern;12;1;208610;145628;142649;36308;35419;53000;50875;0;0;3855;4718;7946;9502;34543;33863;2009;Greifswald - Demmin - Ostvorpommern;13;1;204944;123824;121500;15995;14941;46147;44679;10414;12686;35385;34198;5736;6241;0;0;2013;Mecklenburgische Seenplatte I – Vorpommern-Greifswald II ;0,381067369839063;0,363381835446573;0,0489373289392839;0,0165754342847567;0,152244037312182;0,372303988305937;0,339628833156454;0,0553608333798805;0,0287870747919343;0,15718036083338;0,371541335726153;0,249320185678578;0,0545636828082512;0,0264715576674815;0,237200263685555;0,356644631227699;0,243215590408438;0,0652484412338287;0,0323976158431071;0,23253083198286;0,379810699588477;0,129175281044063;0,0841032433130895;0,0463238144463109;0,285768510143429;0,367728395061728;0,120663199379765;0,102451867166301;0,0504021837446699;0,276182323297584
17;17;17;Mecklenburgische Seenplatte II  Landkreis Rostock III;13;Mecklenburg-Vorpommern;MV;0;0;1;17;17;17;266;1;0;0;0;1;0;0;0;2002;Bad Doberan - Güstrow - Müritz;12;1;240166;172265;167894;74593;70840;51386;50713;0;0;4727;5825;8938;9789;25419;26308;2005;Bad Doberan - Güstrow - Müritz;12;1;215271;154726;151772;50836;48027;48653;46295;0;0;4252;5989;5820;9470;34824;35020;2009;Bad Doberan - Güstrow - Müritz;13;1;211429;132878;130552;28457;22778;45176;44654;9485;13038;35601;36412;6255;6762;0;0;2013;Mecklenburgische Seenplatte II – Landkreis Rostock III;0,306062158266525;0,433013090296926;0,0518851769076713;0,0274402809624706;0,147557542158883;0,3020536767246;0,411226888805039;0,0568252401822773;0,0338141816387542;0,152718195802978;0,320566375879609;0,328554993989375;0,0376148804984295;0,027480837092667;0,225068831353489;0,305029913290989;0,310400320566679;0,061204968783527;0,0387071339012189;0,22633558677921;0,346038360193639;0,214158852481223;0,0713812670268969;0,0470732551663932;0,267922455184455;0,342039953428519;0,171420400668282;0,0981200800734508;0,050888785201463;0,274025798100513
18;18;18;Hamburg-Mitte;2;Hamburg;HH;1;0;0;19;19;19;12;1;0;1;0;0;0;0;0;2002;Hamburg-Mitte;2;0;243210;182934;180923;97680;83033;47812;41684;0;0;20583;30634;8451;10725;3705;4980;2005;Hamburg-Mitte;2;0;245210;179752;177366;87748;74573;48762;42351;0;0;20230;27703;6407;13806;10869;13967;2009;Hamburg-Mitte;2;0;252967;167220;165131;56809;46419;43587;38689;12818;19105;21718;22702;27213;27865;0;0;2013;Hamburg-Mitte;0,26426711916119;0,533963068647709;0,0461969890780281;0,112515989373217;0,0202532060743219;0,230396356461036;0,453895940612461;0,0586277017940897;0,167459302262018;0,0272229328610318;0,274923040492541;0,488161466909965;0,0356435533401575;0,112543949441453;0,0604666429302595;0,238777443252935;0,414866037651876;0,0768058213538653;0,154117895767502;0,0777014998442298;0,263954072827028;0,339726109317067;0,0766535103456524;0,162737710800144;0,129876808994139;0,234292773616099;0,277592393254395;0,11425068771678;0,166636765937089;0,135761272575051
19;19;19;Hamburg-Altona;2;Hamburg;HH;0;0;0;20;20;20;13;1;0;0;0;0;0;0;0;2002;Hamburg-Altona;2;0;168860;137534;136296;67167;51748;43234;37989;0;0;14885;27590;6644;9561;2781;3992;2005;Hamburg-Altona;2;0;170950;136372;135037;61936;47600;45468;38333;0;0;15507;25387;4444;12185;6492;8914;2009;Hamburg-Altona;2;0;173956;130630;129336;46522;32633;38969;33916;10517;17028;12605;15670;17799;24462;0;0;2013;Hamburg-Altona;0,317206667840582;0,488366513007693;0,0483080547355563;0,108227783675309;0,0202204545785042;0,278724247226624;0,376256053048701;0,0695173557084066;0,2006049413236;0,0290255500458069;0,33670771714419;0,454169477605374;0,0325873346434752;0,113711025723756;0,0476050802217464;0,283870346645734;0,349045258557475;0,0893511864605638;0,186159915525181;0,065365324260112;0,301300488649719;0,356135650310036;0,0805098369440404;0,136255071576208;0,0964939141085509;0,262231706562751;0,249812447370436;0,130352905151956;0,187261731608359;0,119957130827528
20;20;20;Hamburg-Eimsbüttel;2;Hamburg;HH;0;0;0;21;21;21;14;1;0;1;0;0;0;0;0;2002;Hamburg-Eimsbüttel;2;0;180612;149594;148462;75921;60073;44387;38442;0;0;16379;29862;8153;10710;2662;3455;2005;Hamburg-Eimsbüttel;2;0;181988;147354;146017;65610;54488;49039;40058;0;0;18249;26223;5297;13841;6366;8977;2009;Hamburg-Eimsbüttel;2;0;186357;142023;140725;33364;37722;43714;37695;11732;18851;12540;14732;36518;25819;0;0;2013;Hamburg-Eimsbüttel;0,298978863278145;0,507513670334372;0,0545008489645307;0,10948968541519;0,0177948313435031;0,258934946316229;0,401573592523764;0,0715937804992179;0,199620305627231;0,0230958460900838;0,335844456467398;0,445254285597948;0,0359474462858151;0,123844619080581;0,0432020847754387;0,274337919557312;0,369776185240984;0,0939302631757536;0,177959200293172;0,0609213187290471;0,310634215668858;0,23491969610556;0,0826063384099758;0,257127366694127;0,088295557761771;0,267862853082253;0,265604866817346;0,132732022278082;0,181794498074256;0,103729677587433
21;21;21;Hamburg-Nord;2;Hamburg;HH;0;0;0;22;22;22;15;0;0;0;0;0;0;0;0;2002;Hamburg-Nord;2;0;201238;170042;168955;81685;64960;60617;52050;0;0;14967;29705;8278;13845;1958;2744;2005;Hamburg-Nord;2;0;203063;168352;166993;72148;58596;65788;53812;0;0;16177;26143;6003;18089;5602;7951;2009;Hamburg-Nord;2;0;207016;163012;161655;53469;40909;61873;50174;12766;25269;10805;13429;21268;26306;0;0;2013;Hamburg-Nord;0,358776005445237;0,480381317556839;0,0486820903071006;0,0880194304936427;0,0115148022253326;0,30807019620609;0,382023264840451;0,0814210606791263;0,174692134884323;0,0161371896355018;0,393956632912757;0,428554457327504;0,0356574320471393;0,0960903345371602;0,0332755179623646;0,322241052020145;0,34805645314579;0,107447490971298;0,155287730469492;0,0472284261547234;0,382747208561443;0,328006527126837;0,0783132530120482;0,13046892253331;0,0662834637940765;0,310377037518171;0,250956984761858;0,155013127867887;0,161374622727161;0,0823804382499448
22;22;22;Hamburg-Wandsbek;2;Hamburg;HH;1;0;0;23;23;23;16;0;0;0;0;0;0;0;0;2002;Hamburg-Wandsbek;2;0;213526;167884;166305;88001;72874;57224;49835;0;0;9099;20193;8077;11425;1888;2495;2005;Hamburg-Wandsbek;2;0;214063;163239;161343;79926;65105;57577;49305;0;0;8237;18519;5648;14572;7542;9827;2009;Hamburg-Wandsbek;2;0;217147;150049;148363;51460;42705;53958;44770;11408;20181;14021;16205;13914;17518;0;0;2013;Hamburg-Wandsbek;0,344090676768588;0,524177408210431;0,0481106001763122;0,0541981368087489;0,0112458602368302;0,299660262770211;0,434073526959091;0,0680529413166234;0,120279478687665;0,0148614519549213;0,356860849246636;0,489625640931395;0,0345995748564988;0,0504597553280772;0,0462021943285612;0,305591193916067;0,398832386868334;0,0892678832876947;0,113447154172716;0,060200074737042;0,363689059940821;0,342954634819292;0,0760284973575299;0,0927297082952902;0,093442808682497;0,301759872744552;0,284607028370732;0,134496064618891;0,116748528813921;0,107998053969037
23;23;23;Hamburg-Bergedorf  Harburg;2;Hamburg;HH;0;0;0;24;24;24;18;0;0;0;0;0;0;1;0;2002;Hamburg-Bergedorf - Harburg;2;0;214337;164430;162497;85875;72050;58389;50318;0;0;8043;18026;5919;9308;2304;2587;2005;Hamburg-Bergedorf - Harburg;2;0;215443;159084;156608;79967;65184;53810;48559;0;0;7330;16776;5105;12100;7632;9827;2009;Hamburg-Bergedorf - Harburg;2;0;219191;143119;141128;54965;42554;46303;41423;10727;16709;14430;16358;11728;16484;0;0;2013;Hamburg-Bergedorf – Harburg;0,359323556742586;0,522258711913884;0,035997080824667;0,0489144316730524;0,0140120415982485;0,309654947475953;0,438180380709116;0,0566076749984796;0,109627196983519;0,0157331387216445;0,343596751123825;0,502671544592794;0,0320899650499107;0,0460762867415956;0,0479746548992985;0,310067174090723;0,409745794674512;0,0760604460536572;0,105453722561666;0,0617723969726685;0,328092228331727;0,384051034453846;0,0749516136921024;0,0819457933607697;0,100825187431438;0,29351368970013;0,297332988631838;0,116748999084678;0,115176880777535;0,114296494525535
24;24;24;Aurich  Emden;3;Niedersachsen;NI;0;0;0;25;25;25;19;0;0;0;0;0;0;0;0;2002;Aurich - Emden;3;0;184346;146852;145412;88743;89729;36810;34918;0;0;10218;8081;6745;8671;2004;1391;2005;Aurich - Emden;3;0;187031;144499;142226;82618;79448;38467;35368;0;0;8748;8868;4441;8800;5516;6357;2009;Aurich - Emden;3;0;189804;132885;130764;57876;50682;33706;32155;9314;13619;13213;14978;14451;13641;0;0;2013;Aurich – Emden;0,253142794267323;0,604302290741699;0,0459305967913273;0,0695802576743933;0,0136463922861112;0,240131488460375;0,61101653365293;0,0590458420722905;0,0550281916487348;0,00947212159180672;0,270463909552403;0,571754821832677;0,0307337767043371;0,0605402113509436;0,0381732745555333;0,248674644579753;0,549816953750545;0,060900075433048;0,0613706669250306;0,0439933840372598;0,25776207518889;0,43553448470482;0,0700906799112014;0,10874816570719;0,0994318395605223;0,245901012511089;0,381397448922;0,102487112917184;0,102652669601535;0,112714000827783
25;25;25;Unterems;3;Niedersachsen;NI;0;0;0;26;26;26;20;0;0;0;0;0;0;0;0;2002;Unterems;3;0;223672;178243;176409;74705;78919;83360;73530;0;0;5978;7392;10361;12038;1490;1333;2005;Unterems;3;0;227506;177726;175431;69621;72167;82559;71136;0;0;6246;7242;8246;13634;5742;7137;2009;Unterems;3;0;231076;164653;162517;47481;44913;73405;63545;15470;20731;12062;14219;11981;12222;0;0;2013;Unterems;0,472538249182298;0,419118843376738;0,0581285099555102;0,0335384839797355;0,00835937456169387;0,416815468598541;0,442760725526388;0,0675370140762891;0,041471474335598;0,00747855455754223;0,470606677269126;0,391732217008204;0,0463972632029078;0,035143985685831;0,0323081597515276;0,405492757836414;0,406057639287442;0,0767135928339129;0,0407481178893353;0,0401573208196887;0,451675824682956;0,288370087395917;0,0939551663194719;0,0727651485244727;0,0732570921878132;0,391005248681676;0,272773651254456;0,125907210922364;0,0742288327573746;0,0863573697412133
26;26;26;Friesland  Wilhelmshaven  Wittmund;3;Niedersachsen;NI;0;0;0;27;27;27;21;0;0;0;0;0;0;0;0;2002;Friesland - Wilhelmshaven;3;0;189511;148578;147160;80210;76560;47028;45128;0;0;6073;8436;10375;12027;1996;1522;2005;Friesland - Wilhelmshaven;3;0;190965;146571;143982;72454;67133;48472;43900;0;0;5480;8409;7187;12846;6004;6962;2009;Friesland - Wilhelmshaven;3;0;190546;132735;130796;51851;40610;42211;38728;12283;19204;12055;13572;9794;12009;0;0;2013;Friesland – Wilhelmshaven – Wittmund;0,319570535471596;0,539851121969605;0,0698286421946722;0,0408741536432042;0,0134340211875244;0,306659418320196;0,515284900860154;0,080947381173525;0,0567782578847474;0,0102437776790642;0,336653192760206;0,494326981462909;0,0490342564354477;0,0373880235517258;0,0409630827380587;0,30489922351405;0,458023756404746;0,087643531121436;0,0573715127822011;0,0474991642275757;0,32272393651182;0,390635476701699;0,0925377632124157;0,0737861151919238;0,0908200549967981;0,29609468179455;0,305947941386974;0,144679248125965;0,0904734998304893;0,102248841677026
27;27;27;Oldenburg  Ammerland;3;Niedersachsen;NI;0;0;0;28;28;28;22;0;0;0;0;0;0;0;0;2002;Oldenburg - Ammerland;3;0;205499;164427;163100;76520;78859;54100;45852;0;0;17488;18460;11416;14345;2604;2586;2005;Oldenburg - Ammerland;3;0;210068;166206;164365;73355;72316;58364;46510;0;0;16369;18185;6341;15308;7963;8583;2009;Oldenburg - Ammerland;3;0;215591;158347;156857;49020;42551;55610;44090;13840;22917;14080;15244;21651;24171;0;0;2013;Oldenburg – Ammerland;0,331698344573881;0,465373691668643;0,0694289867235916;0,106357228435719;0,0158368151216041;0,281128142244022;0,479598849337396;0,0872423628722777;0,112268666338253;0,015727344049335;0,355087761993125;0,441349891098998;0,0381514506094846;0,0984862159007497;0,0479104244130777;0,282967785112402;0,43509861256513;0,0921025715076471;0,109412415917596;0,0516407349915166;0,354526734541653;0,309573278938028;0,0874029820583908;0,136731355819813;0,0889186407068022;0,281084044703137;0,268719963118973;0,144726455190184;0,152645771628133;0,0962695851515974
28;28;28;Delmenhorst  Wesermarsch  Oldenburg-Land;3;Niedersachsen;NI;0;0;0;29;29;29;23;0;0;0;0;0;0;0;0;2002;Delmenhorst - Wesermarsch - Oldenburg-Land;3;0;222218;176606;175179;93802;90020;53847;52531;0;0;9789;12364;13760;14764;2167;1790;2005;Delmenhorst - Wesermarsch - Oldenburg-Land;3;0;224736;175320;172408;86321;79652;59327;49561;0;0;8209;12405;8741;17836;6856;8398;2009;Delmenhorst - Wesermarsch - Oldenburg-Land;3;0;226440;161584;159763;55374;45895;56273;49810;16163;23109;13751;15906;14446;16731;0;0;2013;Delmenhorst – Wesermarsch – Oldenburg-Land;0,307382734231843;0,531137107459543;0,077913547671087;0,0554284678889732;0,0122702512938405;0,299870418257896;0,509722206493551;0,0835985187366228;0,0700089464684099;0,0101355559833754;0,344108162034244;0,492362537075063;0,0498574036048369;0,0468229523157655;0,0391056354095368;0,287463458772215;0,454323522701346;0,101733972165184;0,0707563312799452;0,0479009810631987;0,352227987706791;0,342694821269433;0,100028468165165;0,0894024160808001;0,085101247648282;0,311774315705138;0,284031834835132;0,143015397564115;0,10354366768987;0,0984379641548668
29;29;29;Cuxhaven  Stade II;3;Niedersachsen;NI;0;0;0;30;30;30;24;0;0;1;0;0;0;0;0;2002;Cuxhaven - Osterholz;3;0;208331;169037;167813;88983;83147;56109;52547;0;0;8997;13526;10828;12464;1922;1597;2005;Cuxhaven - Osterholz;3;0;210025;166947;164921;82037;73021;58579;50873;0;0;7454;13070;6629;14721;7653;8501;2009;Cuxhaven - Stade II;3;0;189058;135824;134249;50481;40643;51654;46707;10426;17146;10307;11920;8379;11885;0;0;2013;Cuxhaven – Stade II;0,334354311048608;0,526411377390749;0,064056981607577;0,0532250335725315;0,0113702917112821;0,313128303528332;0,49188639173672;0,0737353360506871;0,080017984228305;0,00944763572472299;0,355194305152164;0,491395472814726;0,0397072124686278;0,0446489005492761;0,045840895613578;0,308468903293092;0,437390309499422;0,0881776851336053;0,0782883190473623;0,0509203519679898;0,384762642552272;0,371664801507834;0,0767611026033691;0,0616901284014607;0,0758849687831311;0,347913206057401;0,299232830722111;0,126236894805042;0,087502944987631;0,0877606314053481
30;30;30;Stade I  Rotenburg II;3;Niedersachsen;NI;0;0;0;31;31;31;25;0;0;1;0;0;0;0;0;2002;Stade - Cuxhaven;3;0;186254;149562;148557;77268;68817;60689;52611;0;0;0;10897;6885;10715;1724;1478;2005;Stade - Cuxhaven;3;0;189309;149433;147717;70727;61849;62515;52418;0;0;5476;10086;5514;13466;0;5841;2009;Stade I - Rotenburg II;3;0;192956;142114;140690;46851;37784;62035;51303;9946;20056;9096;10541;9409;14253;0;0;2013;Stade I – Rotenburg II;0,408523327746252;0,516628555381715;0,046034420507883;0;0,0115269921504125;0,354146893111735;0,460123560797529;0,0716425295195304;0,0728594161618593;0,00988218932616574;0,423207890764096;0,473302416467581;0,0368994800345305;0,0366451854677347;0;0,354854214477684;0,413891175309336;0,0901139641176982;0,0674951315974383;0,0390877517014314;0,440933968299097;0,329671953502118;0,069986067523256;0,0662074109517711;0,064004953769509;0,364652782713768;0,265871061260678;0,141126138170764;0,100292722743713;0,0741728471508789
31;31;31;Mittelems;3;Niedersachsen;NI;0;0;0;32;32;32;26;0;0;0;0;0;0;0;0;2002;Mittelems;3;0;219713;180640;179345;67366;68107;95348;87265;0;0;6557;8194;8455;12535;1241;1016;2005;Mittelems;3;0;222778;179716;177790;61236;60408;98882;86520;0;0;5848;8212;6167;15042;4315;4897;2009;Mittelems;3;0;226979;169078;167528;43503;39085;91378;79052;13278;23749;8195;9169;9819;11357;0;0;2013;Mittelems;0,531645710780897;0,372929583702391;0,0468058015943313;0,0362987156775908;0,00687001771479185;0,486576152109064;0,377031665190434;0,0693921612046058;0,0453609388839681;0,00562444641275465;0,556173013105349;0,340737608226313;0,0343152529546618;0,032540230140889;0,0240101048320684;0,486641543393892;0,336130338979278;0,0836987246544548;0,045694317701262;0,0272485477086069;0,54544911895325;0,257295449437538;0,0785318018902518;0,0580737884290091;0,0484687540661706;0,471873358483358;0,231165497580998;0,14046179869646;0,067170181809579;0,0542294089118632
32;32;32;Cloppenburg  Vechta;3;Niedersachsen;NI;0;0;0;33;33;33;27;0;0;0;0;0;0;0;0;2002;Cloppenburg - Vechta;3;0;200389;161152;159678;44705;44924;98735;94659;0;0;4514;5416;9501;11751;1260;802;2005;Cloppenburg - Vechta;3;0;206345;160307;158329;41988;40084;101777;90513;0;0;3723;5227;6177;16071;3018;3602;2009;Cloppenburg - Vechta;3;0;212449;148935;147510;28053;24358;91686;80355;12700;23001;6927;7518;6575;7827;0;0;2013;Cloppenburg – Vechta;0,61833815553802;0,277408905877681;0,0589567613185068;0,0280108220810167;0,00781870532168388;0,592811783714726;0,27876787132645;0,072918735107228;0,0336080222398729;0,00497666799046863;0,64281969822332;0,261922436325301;0,0385323161184477;0,0232241885881465;0,0188263768893436;0,57167669852017;0,250045225723144;0,100251392640371;0,0326061868789261;0,0224693868639548;0,621557860484035;0,188357337093363;0,0852720985664887;0,0441467754389499;0,0465102225803203;0,544742729306488;0,163547856447444;0,154436499143922;0,0525531272031423;0,0504783966159734
33;33;33;Diepholz  Nienburg I;3;Niedersachsen;NI;0;0;0;34;34;34;28;0;0;0;0;0;0;0;0;2002;Diepholz - Nienburg I;3;0;190154;153072;152053;73194;72684;56535;50268;0;0;10699;10686;10215;13713;0;1422;2005;Diepholz - Nienburg I;3;0;192368;152034;150578;68750;62773;58684;50311;0;0;8329;11070;7454;16092;5418;6577;2009;Diepholz - Nienburg I;3;0;193411;141838;140523;48313;38955;52599;47565;15928;22067;9775;11701;11917;13999;0;0;2013;Diepholz – Nienburg I;0,371811144798195;0,478167137033553;0,0667333019755409;0,0698952127103585;0;0,330595252971004;0,47483537158984;0,089585293195359;0,0698102853559109;0,00928974600188147;0,389724926616106;0,452201481247616;0,0490285067813779;0,054783798360893;0,0356367654603576;0,33411919403897;0,412887906652459;0,105844745254351;0,0728126603259797;0,043260060249681;0,374308832006148;0,340620990143685;0,112297127709077;0,0840183871741;0,0689166513910236;0,338485514826754;0,274644312525557;0,155578899871685;0,0986971051481267;0,0824955230615209
34;34;34;Osterholz  Verden;3;Niedersachsen;NI;0;0;0;35;35;35;29;0;0;1;0;0;0;0;0;2002;Rotenburg - Verden;3;0;225057;182294;181013;86066;82969;68455;64157;0;0;11434;14186;11997;13744;2042;1816;2005;Rotenburg - Verden;3;0;228603;181702;179911;79391;72932;72313;63353;0;0;10172;14035;9027;16932;5714;7347;2009;Osterholz - Verden;3;0;192320;144883;143546;52397;41979;53080;45908;10787;17889;12242;13830;12318;17053;0;0;2013;Osterholz – Verden;0,378177257986995;0,472127442483022;0,0658112719014339;0,0627228542903222;0,0112016851898581;0,354433107014413;0,455138402799873;0,0753946920907984;0,0778193467695042;0,00996192963015788;0,401937624714442;0,436929698077071;0,0496802456769876;0,0559817723525333;0,0314470946935092;0,352135222415528;0,401382483406897;0,0931855455636151;0,0772418575469725;0,0404343375416891;0,369776935616457;0,36165043517873;0,0744531794620487;0,0850203267464092;0,0844957655487531;0,319813857578755;0,289744138373722;0,123472042958801;0,117701869784585;0,0954563337313556
