;wkr_nr2013;wkr_nr2017;wkr_name_2017;bula_2017;bula_name_2017;bula_abk_2017;change2017;new2017;ost_2017;wkr_nr2009;wkr_nr2005;wkr_nr2002;wkr_nr1998;change2013;new2013;change2009;new2009;change2005;new2005;change2002;new2002;jahr_2002;wkr_name_2002;bula_2002;ost_2002;wahlberechtigte_2002;waehler_2002;zweitstimmegueltig_2002;spd1_2002;spd2_2002;cdu1_2002;cdu2_2002;csu1_2002;csu2_2002;gru1_2002;gru2_2002;fdp1_2002;fdp2_2002;pds1_2002;pds2_2002;jahr_2005;wkr_name_2005;bula_2005;ost_2005;wahlberechtigte_2005;waehler_2005;zweitstimmegueltig_2005;spd1_2005;spd2_2005;cdu1_2005;cdu2_2005;csu1_2005;csu2_2005;gru1_2005;gru2_2005;fdp1_2005;fdp2_2005;pds1_2005;pds2_2005;jahr_2009;wkr_name_2009;bula_2009;ost_2009;wahlberechtigte_2009;waehler_2009;zweitstimmegueltig_2009;spd1_2009;spd2_2009;cdu1_2009;cdu2_2009;fdp1_2009;fdp2_2009;pds1_2009;pds2_2009;gru1_2009;gru2_2009;csu1_2009;csu2_2009;jahr_2013;wkr_name_2013;cdsu1share_2002;spd1share_2002;fdp1share_2002;gru1share_2002;lin1share_2002;cdsu2share_2002;spd2share_2002;fdp2share_2002;gru2share_2002;lin2share_2002;cdsu1share_2005;spd1share_2005;fdp1share_2005;gru1share_2005;lin1share_2005;cdsu2share_2005;spd2share_2005;fdp2share_2005;gru2share_2005;lin2share_2005;cdsu1share_2009;spd1share_2009;fdp1share_2009;gru1share_2009;lin1share_2009;cdsu2share_2009;spd2share_2009;fdp2share_2009;gru2share_2009;lin2share_2009
155;155;155;Meißen;14;Sachsen;SN;0;0;1;156;156;156;314;0;0;1;0;0;0;0;0;2002;Kamenz - Hoyerswerda - Großenhain;16;1;215805;159223;154994;50023;49877;58381;53238;0;0;3351;4917;10993;11840;28479;26845;2005;Kamenz - Hoyerswerda - Großenhain;16;1;213261;164009;160756;38815;36412;55497;48536;0;0;4372;5466;11636;16069;37623;39051;2009;Meißen;14;1;216629;140109;137821;17236;17987;62290;51703;12403;20052;29423;31286;8315;7979;0;0;2013;Meißen;0,376666193530072;0,314169435320274;0,0690415329443611;0,0210459544161333;0,178862350288589;0,34348426390699;0,313252482367497;0,0743611161704025;0,0308812169096173;0,168600013817099;0,345225061584016;0,236663841618448;0,0709473260613747;0,0266570736971752;0,229395947783353;0,301923411878872;0,222012206647196;0,097976330567225;0,0333274393478407;0,238102787042175;0,45196305352595;0,123018507019535;0,088523934936371;0,0593466515355901;0,210000785103027;0,375146022739641;0,128378619503387;0,143117144508918;0,0569485186533342;0,223297575459107
156;156;156;Bautzen I;14;Sachsen;SN;0;0;1;157;158;158;316;0;0;1;0;0;0;0;0;2002;Bautzen - Weißwasser;16;1;175038;129655;126787;32727;35494;54164;49048;0;0;4097;3982;9866;9818;21047;20115;2005;Bautzen - Weißwasser;16;1;173300;131532;128646;24199;25953;49384;43248;0;0;3655;4190;11078;12736;31049;30503;2009;Bautzen I;14;1;237786;154966;152393;16870;18906;64325;59103;17755;20969;38241;37144;6505;6431;0;0;2013;Bautzen I;0,427204681868015;0,252416027148972;0,0760942501253326;0,031599244147931;0,16233080097181;0,3868535417669;0,273757278932552;0,0757240368670703;0,0307122748833443;0,15514249354055;0,38387513020226;0,183978043365873;0,0842228507131344;0,0277879147279749;0,236056625003801;0,336178349890397;0,197313201350242;0,0968281482833075;0,0318553659945869;0,231905543898063;0,422099440263004;0,108862589213118;0,114573519352632;0,0419769497825329;0,246770259282681;0,387832774471268;0,122000955048204;0,135313552650259;0,0414994256804718;0,239691287121046
157;157;157;Görlitz;14;Sachsen;SN;0;0;1;158;157;157;315;0;0;1;0;0;0;0;0;2002;Löbau-Zittau - Görlitz - Niesky;16;1;207575;149767;146527;39469;41603;59399;55503;0;0;4742;5359;13856;10993;26845;23868;2005;Löbau-Zittau - Görlitz - Niesky;16;1;203180;150950;147688;27343;30105;56744;48436;0;0;6222;5687;9905;13784;34704;35392;2009;Görlitz;14;1;238958;149737;147147;17005;18569;62338;55015;13935;19223;35786;36231;7381;7004;0;0;2013;Görlitz;0,405379213387294;0,263536025960325;0,0925170431403447;0,0316625157745031;0,179245094046085;0,378790257085725;0,277784825762685;0,0734006823933176;0,0357822484258882;0,15936755092911;0,384215372948378;0,181139450149056;0,0656177542232527;0,0412189466710831;0,229903941702551;0,327961648881426;0,199436899635641;0,0913150049685326;0,0376747267307055;0,234461742298774;0,423644382828056;0,113565785343636;0,0930631707593981;0,0492930938912894;0,238992366616134;0,373877822857415;0,124010765542251;0,128378423502541;0,0467753461068407;0,241964243974435
158;158;158;Sächsische Schweiz-Osterzgebirge;14;Sachsen;SN;0;0;1;159;159;159;320;0;0;0;0;0;0;0;0;2002;Sächsische Schweiz - Weißeritzkreis;16;1;220461;161890;159065;40980;43668;73463;66158;0;0;5027;6037;9671;11635;23136;22756;2005;Sächsische Schweiz - Weißeritzkreis;16;1;219769;170475;167235;33172;33614;68426;58754;0;0;5798;6946;12042;18184;32651;33065;2009;Sächsische Schweiz - Osterzgebirge;14;1;215674;141214;138960;16194;16725;62530;56001;15292;19910;28233;28970;6378;7346;0;0;2013;Sächsische Schweiz-Osterzgebirge;0,461842642944708;0,2531348446476;0,0597380937673729;0,0310519488541602;0,14291185372784;0,415918020934838;0,269738711470752;0,0718697881277411;0,0372907529804188;0,140564580888257;0,409160761802254;0,194585716380701;0,0706379234491861;0,0340108520310896;0,191529549787359;0,35132597841361;0,197178471916703;0,106666666666667;0,0407449772693943;0,193958058366329;0,449985607369027;0,114677015026839;0,108289546362259;0,0451654935063096;0,199930601781693;0,403000863557858;0,118437265426941;0,140991686376705;0,0520203379268344;0,205149631056411
159;159;159;Dresden I;14;Sachsen;SN;0;0;1;160;160;160;318;0;0;0;0;0;0;0;0;2002;Dresden I;16;1;217183;164923;162761;50813;53507;54946;49638;0;0;9001;12787;8968;11440;33921;28873;2005;Dresden I;16;1;219283;158437;156581;50320;43730;57931;38208;0;0;6158;11113;7367;26041;30117;30914;2009;Dresden I;14;1;230676;157220;155447;25959;24373;56749;53247;14818;20574;37180;34171;13668;16961;0;0;2013;Dresden I;0,337587014088142;0,308101356390558;0,0543768910339977;0,0545769844109069;0,205677801155691;0,304974778970392;0,324436252069147;0,0693657039951978;0,0775331518344925;0,175069577924243;0,369974645710527;0,317602580205381;0,0464979771139317;0,0388671838017635;0,19008817384828;0,244014280148933;0,276008760579915;0,164361859919085;0,0701414442333546;0,195118564476732;0,365069766544224;0,165112581096553;0,0942500954077089;0,0869355043887546;0,236483907899758;0,342541187671682;0,155024806004325;0,130861213586058;0,107880676758682;0,217345121485816
160;160;160;Dresden II  Bautzen II;14;Sachsen;SN;0;0;1;161;161;161;319;0;0;1;0;0;0;0;0;2002;Dresden II - Meißen I;16;1;241686;180284;177652;51738;53419;65733;58636;0;0;10687;15635;13900;14457;31064;27774;2005;Dresden II - Meißen I;16;1;250162;194765;191930;47412;46377;67514;56975;0;0;14294;17244;14443;21221;36007;37306;2009;Dresden II - Bautzen II;14;1;231247;154609;152597;22268;21518;55401;51621;18204;21783;29679;30870;18871;19978;0;0;2013;Dresden II – Bautzen II;0,370009907009209;0,286980541811808;0,0771005746488873;0,059278693616738;0,172305917330434;0,330061018170356;0,296304719220785;0,0801901444387744;0,0867242794701693;0,154056932395554;0,351763663835773;0,243431828100531;0,0741560341950556;0,0733910096783303;0,184874079018304;0,296853019329964;0,238117731625292;0,108956948116961;0,088537468230945;0,191543655174184;0,363054319547566;0,144027837965448;0,117742175423164;0,122056283916202;0,191961658118221;0,338283190364162;0,139176891384072;0,140890892509492;0,129216281070313;0,199664961289446
161;161;161;Mittelsachsen;14;Sachsen;SN;0;0;1;162;162;162;321;0;0;1;0;0;0;0;0;2002;Freiberg - Mittlerer Erzgebirgskreis;16;1;198974;148731;145951;41159;42926;62970;55951;0;0;3381;4797;9445;11062;22906;22008;2005;Freiberg - Mittlerer Erzgebirgskreis;16;1;196926;152692;149605;28620;30199;57514;50573;0;0;3294;4803;19626;18167;28316;31826;2009;Mittelsachsen;14;1;223149;143690;141567;20800;18677;61579;54525;14032;19726;32744;34630;5921;6208;0;0;2013;Mittelsachsen;0,431446170290029;0,276734507264793;0,0635039097430932;0,022732315388184;0,154009587779279;0,383354687532117;0,288615016371839;0,0743758866678769;0,0322528591887367;0,147971841781471;0,384439022759934;0,187436145967045;0,128533256490189;0,0215728394414901;0,185445209965159;0,338043514588416;0,197777224739999;0,118978073507453;0,0314554790034841;0,208432661829041;0,434981316267209;0,144756072099659;0,0976546732549238;0,0412067645626;0,227879462732271;0,385153319629575;0,129981209548333;0,137281647992205;0,0432041199805136;0,241004941192846
162;162;162;Chemnitz;14;Sachsen;SN;0;0;1;163;164;164;323;0;0;0;0;0;0;0;0;2002;Chemnitz;16;1;211051;157325;155164;54228;55119;45792;41091;0;0;5865;7856;9342;10903;32425;30574;2005;Chemnitz;16;1;207889;158095;155857;44240;41587;43711;37904;0;0;5882;8574;10781;15284;41369;41092;2009;Chemnitz;14;1;205652;136100;134497;27060;22991;45876;41081;12106;17147;37433;38448;8109;9524;0;0;2013;Chemnitz;0,295120002062334;0,344687748291753;0,0593802637851581;0,0372795169235659;0,206102018115366;0,26482302595963;0,350351183855077;0,0693023994914985;0,0499348482440807;0,194336564436676;0,280455802434283;0,279831746734558;0,0681931749897214;0,037205477719093;0,261671779626174;0,243197289823364;0,263050697365508;0,0966760492109175;0,0542332142066479;0,259919668553718;0,341093109883492;0,198824393828068;0,0889493019838354;0,0595811903012491;0,27504041146216;0,305441757065213;0,168927259368112;0,125988243938281;0,0699779573842763;0,282498163115356
163;163;163;Chemnitzer Umland  Erzgebirgskreis II;14;Sachsen;SN;0;0;1;164;165;165;324;0;0;1;0;0;0;0;0;2002;Chemnitzer Land - Stollberg;16;1;192377;143025;140600;45939;48361;51715;48593;0;0;3687;4562;9422;9966;22081;21028;2005;Chemnitzer Land - Stollberg;16;1;190023;145663;143078;35677;34874;53572;44836;0;0;3294;5002;8345;13696;32991;33112;2009;Chemnitzer Umland - Erzgebirgskreis II;14;1;202743;133277;131322;19247;19114;54065;49258;14092;16968;33133;33488;5360;5946;0;0;2013;Chemnitzer Umland – Erzgebirgskreis II;0,367816500711238;0,321195595175669;0,065876595000874;0,0257787100157315;0,154385596923615;0,345611664295875;0,338129697605314;0,0696801258521238;0,0318965215871351;0,147023247683971;0,374425138735515;0,24492836204115;0,0572897715960814;0,0226138415383454;0,2264885386131;0,313367533792756;0,239415637464559;0,0940252500635027;0,0343395371508207;0,22731922313834;0,411697963783677;0,144413514709965;0,1057346728993;0,0402169916789844;0,248602534570856;0,375093282161405;0,14341559308808;0,127313790076307;0,0446138493513509;0,25126615995258
164;164;164;Erzgebirgskreis I;14;Sachsen;SN;0;0;1;165;166;166;325;0;0;1;0;0;0;0;0;2002;Annaberg - Aue-Schwarzenberg;16;1;186037;137624;135018;37598;42142;58702;53114;0;0;3779;3485;8086;8606;19811;19030;2005;Annaberg - Aue-Schwarzenberg;16;1;182448;139486;136704;27198;28519;53911;45507;0;0;2736;3580;8615;12910;30511;31845;2009;Erzgebirgskreis I;14;1;247624;159655;156798;17168;18846;63211;60413;23820;22051;37166;39545;5896;5919;0;0;2013;Erzgebirgskreis I;0,434771660074953;0,273193629018194;0,0587542870429576;0,0274588734523048;0,143950183107598;0,393384585758936;0,306211125966401;0,06253269778527;0,0253226181479974;0,138275300819624;0,394363003277154;0,194987310554464;0,0617624707855986;0,0196148717434008;0,218738798158955;0,332887113764045;0,204457795047532;0,092554091450038;0,0256656582022569;0,228302481969517;0,403136519598464;0,107531865585168;0,14919670539601;0,0369296295136388;0,232789452256428;0,385291904233472;0,118042028123141;0,138116563840782;0,0370736901443738;0,247690332278977
165;165;165;Zwickau;14;Sachsen;SN;0;0;1;166;167;167;327;0;0;1;0;0;0;0;0;2002;Zwickauer Land - Zwickau;16;1;195393;142036;139426;44688;48286;54748;46771;0;0;4087;5005;7316;9265;25562;23135;2005;Zwickauer Land - Zwickau;16;1;193220;144589;141893;35728;36336;49064;41637;0;0;3476;4839;7897;13186;37000;36237;2009;Zwickau;14;1;229535;145614;143386;20864;21336;55605;51459;13097;17402;40265;39659;6491;6418;0;0;2013;Zwickau;0,392667077876436;0,314624461404151;0,0515080683770312;0,0287743952237461;0,179968458700611;0,335453932552035;0,339956067475851;0,0652299417049199;0,0352375454110226;0,162881241375426;0,345781680562114;0,247100401828631;0,0546168795689852;0,0240405563355442;0,255897751557864;0,293439422663556;0,251305424340718;0,0911964257308647;0,0334672762105001;0,250620724951414;0,387799366744313;0,143282926092271;0,0899432746851264;0,0445767577293392;0,276518741329817;0,358884409914497;0,146524372656475;0,119507739640419;0,0440754323073331;0,272357053580013
166;166;166;Vogtlandkreis;14;Sachsen;SN;0;0;1;167;168;168;328;0;0;0;0;0;0;0;0;2002;Vogtland - Plauen;16;1;225235;165187;162788;55441;58141;56785;54840;0;0;4602;5686;13352;12406;29429;23764;2005;Vogtland - Plauen;16;1;221730;166303;163470;41200;41100;58988;49095;0;0;5684;6222;10685;16788;36462;37593;2009;Vogtlandkreis;14;1;213732;137330;135054;21393;20227;55128;49522;12755;16882;33586;35235;5849;6781;0;0;2013;Vogtlandkreis;0,34882792343416;0,33562568482992;0,0808296052352788;0,0278593351777077;0,178155666002773;0,33687986829496;0,351970796733399;0,0751027623239117;0,0344215949196971;0,143861199731214;0,360849085459106;0,247740569923573;0,0642501939231403;0,0341785776564464;0,219250404382362;0,300330335841439;0,247139257860652;0,100948269123227;0,0374136365549629;0,226051243814002;0,408192278644098;0,155778052865361;0,0928784679239787;0,042590839583485;0,244564188451176;0,366682956447051;0,147287555523192;0,122930168207966;0,0493774120731086;0,256571761450521
167;167;167;Waldeck;6;Hessen;HE;0;0;0;168;169;169;124;0;0;0;0;0;0;0;0;2002;Waldeck;6;0;194230;156682;153483;79678;74227;53857;50988;0;0;8598;11450;8782;11625;1915;1577;2005;Waldeck;6;0;194361;154436;150602;75533;66483;51807;45491;0;0;6734;11268;7112;14714;7104;8137;2009;Waldeck;6;0;192360;140808;137295;51737;45343;48414;41109;13180;20210;10400;11657;11209;13498;0;0;2013;Waldeck;0,350898796609396;0,508533207388213;0,0560498334205588;0,0548754802721436;0,0122222080392132;0,332206172670589;0,473742995366411;0,0741948660343881;0,0730779540725801;0,0100649723644069;0,343999415678411;0,489089331503017;0,0460514387837033;0,0436038229428372;0,0459996373902458;0,302061061606088;0,430489005154239;0,0952757129166775;0,0729622626848662;0,0526884923204434;0,352627553807495;0,367429407420033;0,0936026362138515;0,0796048519970456;0,0738594398045566;0,299420954878182;0,322020055678655;0,143528776774047;0,09586103062326;0,0827864894040111
168;168;168;Kassel;6;Hessen;HE;0;0;0;169;170;170;125;0;0;0;0;0;0;0;0;2002;Kassel;6;0;219314;173626;170825;84084;81741;53152;49763;0;0;19595;20486;8050;11457;2775;3016;2005;Kassel;6;0;220889;173306;168953;85117;74140;51470;44773;0;0;13119;20086;6619;13884;9718;11414;2009;Kassel;6;0;222636;161033;157130;59621;49114;47643;40134;12188;19820;15453;17656;19246;23320;0;0;2013;Kassel;0,311148836528611;0,48428230794927;0,0463640238213171;0,11285752133897;0,0159826293297087;0,291309819991219;0,470787785239538;0,065986660983954;0,117989241242671;0,0173706702913158;0,304640935644824;0,491137063921618;0,0381925611346405;0,0756984755288334;0,0560742270896564;0,265002693056649;0,427798229720841;0,0801126331459961;0,115899045618732;0,0658603856762028;0,303207535161968;0,370240882303627;0,0756863500027945;0,119515875627977;0,0959616972918594;0,255419079742888;0,30499338644874;0,123080362410189;0,144815037911484;0,109642123043103
169;169;169;Werra-Meißner  Hersfeld-Rotenburg;6;Hessen;HE;0;0;0;170;171;171;126;0;0;0;0;0;0;0;0;2002;Werra-Meißner - Hersfeld;6;0;191217;153878;150440;82541;74756;53108;49307;0;0;5141;9949;7166;10550;1767;1733;2005;Werra-Meißner - Hersfeld-Rotenburg;6;0;188904;149474;145594;75269;65876;49882;43457;0;0;4283;9804;5699;12750;6514;8622;2009;Werra-Meißner - Hersfeld-Rotenburg;6;0;184337;135727;132097;53275;45401;45711;39966;12290;17526;11080;12927;7530;10679;0;0;2013;Werra-Meißner – Hersfeld-Rotenburg;0,353017814411061;0,536405464068938;0,0465693601424505;0,0334095842160673;0,0114831229935403;0,327751927678809;0,48581343661862;0,0685608079127621;0,0646551163909071;0,0112621687310727;0,342610272401335;0,503559147410252;0,0381270321259885;0,0286538127032126;0,0435794853954534;0,298480706622526;0,44071878721383;0,0852991155652488;0,0655900022746431;0,0576822725022412;0,346041166718396;0,392515859040574;0,0905494116866946;0,0554790130187803;0,0816344574034643;0,302550398570747;0,334502346622264;0,1291268502214;0,0786799973476169;0,0952426562143125
170;170;170;Schwalm-Eder;6;Hessen;HE;0;0;0;171;172;172;127;0;0;0;0;0;0;0;0;2002;Schwalm-Eder;6;0;197153;158483;155151;80739;76514;54537;50496;0;0;8096;10761;9006;11707;1997;1636;2005;Schwalm-Eder;6;0;196524;156803;151883;76040;68359;51474;43426;0;0;6776;10953;7328;14995;7402;8738;2009;Schwalm-Eder;6;0;194732;144490;140215;56519;47585;47053;40592;13487;19854;11395;12958;9370;12935;0;0;2013;Schwalm-Eder;0,351509174932807;0,509448962980257;0,0568262842071389;0,0510843434311567;0,0126007205820183;0,325463580640795;0,482789952234625;0,0738691216092578;0,0679000271322476;0,010322873746711;0,338905604972248;0,484939701408774;0,0467337997359744;0,0432134589261685;0,0472057294822165;0,285917449615823;0,435954669234645;0,095629547904058;0,0698519798728341;0,0557259746305874;0,33557750597297;0,391162018132743;0,0933420997992941;0,0648487784621773;0,0788635891757215;0,289498270513141;0,32933074953284;0,137407433040349;0,0895217662121946;0,0896809467783238
171;171;171;Marburg;6;Hessen;HE;0;0;0;172;173;173;129;0;0;0;0;0;0;0;0;2002;Marburg;6;0;181936;144891;142700;68027;60301;54834;50292;0;0;7312;14955;6824;10068;2536;2660;2005;Marburg;6;0;183984;143978;141358;67136;54957;51653;45080;0;0;5685;14231;5423;13246;6826;8758;2009;Marburg;6;0;185071;135293;133098;51712;38139;47322;41356;10964;17410;10857;13181;10366;16884;0;0;2013;Marburg;0,384260686755431;0,469504662125322;0,0470974732730121;0,0504655223581865;0,0175028124590209;0,352431674842327;0,41618181943668;0,0694867176015073;0,103215520632752;0,0183586282101718;0,365405566009706;0,466293461501063;0,0376654766700468;0,0394851991276445;0,0474100209754268;0,318906605922551;0,381704149245024;0,0920001666921335;0,0988414896720332;0,0608287377238189;0,355542532569986;0,382222287923248;0,0810389303215983;0,0766188938082532;0,0802480542230566;0,310718418007784;0,281899285254965;0,12868367173468;0,124795813530634;0,0974255874287657
172;172;172;Lahn-Dill;6;Hessen;HE;0;0;0;173;174;174;130;0;0;0;0;0;0;0;0;2002;Lahn-Dill;6;0;211863;163741;160525;75184;67165;65990;61847;0;0;6473;11781;8692;12223;1475;1625;2005;Lahn-Dill;6;0;212485;160766;157088;66250;58583;63801;54175;0;0;6959;11793;7130;16852;7321;9014;2009;Lahn-Dill;6;0;212611;147952;145222;47897;40485;60214;50391;12968;21137;9815;12133;11032;13382;0;0;2013;Lahn-Dill;0,411088615480455;0,459164167801589;0,0530838336152827;0,0395319437404193;0,00900812869104256;0,385279551471733;0,410190483751779;0,0746483776207547;0,0719489926163881;0,0099242095748774;0,406148146261968;0,412089620939751;0,0443501735441573;0,0432865158055808;0,0455382356966025;0,344870391118354;0,364399188883222;0,104823159125686;0,0733550626376224;0,0560690693305798;0,414634146341463;0,323733372985833;0,0876500486644317;0,0745647236941711;0,0663390829458203;0,346992879866687;0,273636044122418;0,142863901805991;0,0904482534876176;0,082006326376122
173;173;173;Gießen;6;Hessen;HE;0;0;0;174;175;175;131;1;0;0;0;0;0;0;0;2002;Gießen;6;0;223041;177347;173628;78438;70640;67573;63294;0;0;9462;16641;14862;15717;2792;2526;2005;Gießen;6;0;225883;174567;170477;73793;62080;64468;54529;0;0;8976;17023;12205;21076;8081;9887;2009;Gießen;6;0;228413;165668;162084;55331;44222;59441;50276;17928;25687;11399;14605;14140;18853;0;0;2013;Gießen;0,389182620314696;0,442285462962441;0,0838018122663479;0,0533530310633955;0,0157431476145635;0,364537977745525;0,398315167440103;0,0886228692901487;0,093832994073765;0,0142432632071588;0,378162450066578;0,422720216306633;0,0699158489290645;0,0514186530100191;0,046291681703873;0,319861330267426;0,355622769481059;0,12073301368529;0,0975155670888541;0,0566372796691242;0,366729596999087;0,333987251611657;0,108216432865731;0,0853514257430524;0,0688062872733419;0,310184842427383;0,266931453267982;0,155051065987396;0,113799888934495;0,0881582441992419
174;174;174;Fulda;6;Hessen;HE;0;0;0;175;176;176;132;1;0;0;0;0;0;0;0;2002;Fulda;6;0;235821;191467;187196;65894;59860;101086;92020;0;0;7231;12501;9028;14553;1771;1713;2005;Fulda;6;0;238580;188829;181620;54765;55453;72048;78943;0;0;5238;11041;5653;19172;4989;8815;2009;Fulda;6;0;239786;177038;173378;41388;34783;86084;70740;17415;30594;11923;13377;12556;14727;0;0;2013;Fulda;0,540000854719118;0,344153300568766;0,0471517284962944;0,0377662991533789;0,00924963570745873;0,491570332699417;0,312638731478532;0,0760078760308565;0,0652906244940381;0,00894671144374749;0,396696399074992;0,290024307706973;0,0299371388928607;0,0277393832515133;0,0264207298667048;0,434660279704878;0,293667815854556;0,101531014833527;0,0584708916532948;0,0466824481409106;0,496510514598161;0,233780318349733;0,098368711801986;0,0709226267806912;0,0673471232164846;0,408010243514171;0,196471943876456;0,172810357098476;0,0831855307899999;0,0755600492549622
175;175;175;Main-Kinzig  Wetterau II  Schotten;6;Hessen;HE;0;0;0;174;175;175;131;1;1;0;0;0;0;0;0;2002;Gießen;6;0;223041;177347;173628;78438;70640;67573;63294;0;0;9462;16641;14862;15717;2792;2526;2005;Gießen;6;0;225883;174567;170477;73793;62080;64468;54529;0;0;8976;17023;12205;21076;8081;9887;2009;Gießen;6;0;228413;165668;162084;55331;44222;59441;50276;17928;25687;11399;14605;14140;18853;0;0;2013;Main-Kinzig – Wetterau II – Schotten;0,389182620314696;0,442285462962441;0,0838018122663479;0,0533530310633955;0,0157431476145635;0,364537977745525;0,398315167440103;0,0886228692901487;0,093832994073765;0,0142432632071588;0,378162450066578;0,422720216306633;0,0699158489290645;0,0514186530100191;0,046291681703873;0,319861330267426;0,355622769481059;0,12073301368529;0,0975155670888541;0,0566372796691242;0,366729596999087;0,333987251611657;0,108216432865731;0,0853514257430524;0,0688062872733419;0,310184842427383;0,266931453267982;0,155051065987396;0,113799888934495;0,0881582441992419
176;176;176;Hochtaunus;6;Hessen;HE;0;0;0;176;177;177;133;0;0;0;0;0;0;0;0;2002;Hochtaunus;6;0;181643;149323;147134;59144;50136;64178;61397;0;0;7091;15709;13321;14593;1406;1643;2005;Hochtaunus;6;0;181959;148635;146039;51838;43215;65756;54583;0;0;7409;14373;13207;22741;5614;6655;2009;Hochtaunus;6;0;182246;141075;138858;35257;29758;62748;49902;16255;27979;7522;9229;12976;15877;0;0;2013;Hochtaunus;0,43618742099039;0,396080978817731;0,0892092979648145;0,0474876609765408;0,00941583011324444;0,417286283252002;0,335755375930031;0,0977277445537526;0,105201475994991;0,0110029935107117;0,450263285834606;0,348760386180913;0,0888552494365392;0,0498469404918088;0,0377703770982608;0,373756325365142;0,290745786658593;0,152998957176977;0,0966999697244929;0,0447741110774717;0,451886099468522;0,249916710969343;0,115222399432926;0,0919794435583909;0,0533191564770512;0,359374324849847;0,210937444621655;0,19832713095871;0,112542973595605;0,0654191033138402
177;177;177;Wetterau I;6;Hessen;HE;0;0;0;177;178;178;134;1;0;0;0;0;0;0;0;2002;Wetterau;6;0;240425;192786;188404;87371;73552;78393;71622;0;0;7792;18648;9627;16602;1567;1997;2005;Wetterau;6;0;242940;191145;186621;80828;64729;78156;64594;0;0;7251;17051;7788;23215;7439;9267;2009;Wetterau;6;0;246697;183820;179818;59420;45085;73702;60038;16284;31612;11116;13681;12425;19242;0;0;2013;Wetterau I;0,416089891934354;0,45320199599556;0,0499361986866266;0,0404178726671024;0,00812818358179536;0,3801511645188;0,381521479775502;0,0861162117581152;0,0967290155924185;0,0103586360005395;0,418795312424647;0,422862225012425;0,0407439378482304;0,0379345523032253;0,038918098825499;0,34612396246939;0,338638206597086;0,121452300609485;0,089204530591959;0,0484815192654791;0,409869979646087;0,323251006419323;0,0885866608638886;0,0675932977913176;0,0604722010662605;0,333882036281129;0,245267109128495;0,171972581873572;0,104678489827005;0,0744260689805244
178;178;178;Rheingau-Taunus  Limburg;6;Hessen;HE;0;0;0;178;179;179;135;0;0;0;0;0;0;0;0;2002;Rheingau-Taunus - Limburg;6;0;218072;176590;173592;69489;61547;81711;74714;0;0;9536;16505;9962;14763;1776;1636;2005;Rheingau-Taunus - Limburg;6;0;220619;175769;172264;62690;54870;81513;68569;0;0;8924;15110;9347;21553;5502;7013;2009;Rheingau-Taunus - Limburg;6;0;221226;166456;163619;45127;36352;75224;60875;17463;30530;9066;10853;13141;17210;0;0;2013;Rheingau-Taunus – Limburg;0,470707175445873;0,393504728467071;0,0564131604281103;0,0540007927968741;0,0100571946316326;0,430400018434029;0,348530494365479;0,0836004303754459;0,0934650886233649;0,00926439775751741;0,473186504435053;0,356661299774135;0,0531777503427794;0,0507711826317496;0,0313024480994942;0,398046022384247;0,312171088189612;0,122621167555143;0,0859651019235474;0,039898958291849;0,4597510069124;0,271104676310857;0,104910607007257;0,0789457874753689;0,0544648435622627;0,372053367885148;0,218388042485702;0,183411832556351;0,103390685826885;0,0652004133224396
179;179;179;Wiesbaden;6;Hessen;HE;0;0;0;179;180;180;136;0;0;0;0;0;0;0;0;2002;Wiesbaden;6;0;186838;143782;141365;66585;52034;56237;51054;0;0;7672;19605;7812;12233;1750;2047;2005;Wiesbaden;6;0;186409;140838;138421;60916;45173;56861;44485;0;0;6395;18431;6005;18441;5473;7127;2009;Wiesbaden;6;0;187479;133425;131204;42751;30892;53416;40831;12350;23194;9016;11333;10970;18560;0;0;2013;Wiesbaden;0,397814168995154;0,463096910600771;0,0543322529941161;0,053358556703899;0,0121712036277142;0,361150213985074;0,361895091179703;0,0850801908444729;0,136352255497907;0,0142368307576748;0,410783045925112;0,432525312770701;0,0426376404095486;0,0454067794203269;0,0388602507845894;0,321374646910512;0,320744401368949;0,130937673071188;0,130866669506809;0,0506042403328647;0,407121734093473;0,320412216601087;0,0925613640622072;0,082218474798576;0,0675735431890575;0,311202402365782;0,23153082255949;0,17383548810193;0,139104365748548;0,0849391043657485
180;180;180;Hanau;6;Hessen;HE;0;0;0;180;181;181;137;1;0;0;0;0;0;0;0;2002;Hanau;6;0;237956;191145;187161;88523;74243;74705;71402;0;0;8791;17528;9660;15460;1970;2370;2005;Hanau;6;0;239412;188752;184296;79621;63392;77996;64688;0;0;6938;16816;7767;21477;8420;10063;2009;Hanau;6;0;241923;178604;174559;59413;42154;68704;56834;15523;30368;11985;15139;11572;19324;0;0;2013;Hanau;0,399148326841596;0,463119621229956;0,0505375500274661;0,0459912631771692;0,010306311962123;0,381500419424987;0,388411938580659;0,0808810065656962;0,0917000183107065;0,0123989641371733;0,423210487476668;0,421828642875307;0,0411492328558108;0,036757226413495;0,0446087988471645;0,351000564309589;0,335848096973807;0,113784224802916;0,0890904467237433;0,0533133423751801;0,3935861227436;0,332652124252536;0,0869129470784529;0,0647913820519137;0,067103760274126;0,325586191488265;0,236019350070547;0,17002978656693;0,108194665293051;0,0847629392398827
